Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak
12/31/2017,61639,10025,NY,New York,New York,New York,0,1237700,-0.016761996,-0.039276566,0.087609842,0.098976404,0.048715318,2017-08,2017-Q3,1296500,-0.045352872999999995
12/31/2017,84654,60657,IL,Chicago,Cook,Chicago,1,321600,-0.003099814,-0.009242144,0.009733124000000001,0.036365034,-0.00027942099999999997,2017-06,2017-Q2,325100,-0.010765918000000001
12/31/2017,84616,60614,IL,Chicago,Cook,Chicago,2,393600,-0.006060606,-0.032448378,-0.053618658,0.044632955999999994,-0.0007086130000000001,2016-12,2016-Q4,415900,-0.053618658
12/31/2017,93144,79936,TX,El Paso,El Paso,El Paso,3,114600,0.0,-0.00174216,0.0,0.0008748919999999999,-0.013361195,2007-12,2007-Q4,131100,-0.12585812400000002
12/31/2017,84640,60640,IL,Chicago,Cook,Chicago,4,209800,0.003347681,-0.0014278910000000001,0.047952048,0.050362917,-0.010645668,2007-02,2007-Q1,238400,-0.119966443
12/31/2017,61807,10467,NY,New York,Bronx,New York,5,385400,0.007055135,0.025545502999999997,0.077439195,0.060584938,0.007599329,2006-10,2006-Q4,392900,-0.019088827
12/31/2017,91733,77084,TX,Houston,Harris,Houston,6,162400,-0.001230012,-0.000615385,0.021383647999999998,0.082215477,0.023292123999999997,2017-10,2017-Q4,162900,-0.003069368
12/31/2017,97564,94109,CA,San Francisco,San Francisco,San Francisco,7,1193700,0.007681918,0.030829016,0.060030192999999996,0.08813347099999999,0.040831724,2017-12,2017-Q4,1193700,0.0
12/31/2017,90668,75070,TX,Dallas-Fort Worth,Collin,McKinney,8,321400,-0.001243008,0.007839448,0.056194545,0.097660396,0.043924725,2017-11,2017-Q4,321800,-0.001243008
12/31/2017,62037,11226,NY,New York,Kings,New York,9,690900,0.017226148,0.052559415,0.133924175,0.130055961,0.045586597,2017-12,2017-Q4,690900,0.0
12/31/2017,91940,77449,TX,Houston,Harris,Cypress,10,169700,0.011926058,0.029108551,0.053382992000000004,0.093176934,0.024899052999999997,2017-12,2017-Q4,169700,0.0
12/31/2017,61630,10016,NY,New York,New York,New York,11,1062200,-0.00960373,-0.033484986,0.135071596,0.090492371,0.038859673,2017-08,2017-Q3,1112700,-0.045385099000000005
12/31/2017,71831,32162,FL,The Villages,Sumter,The Villages,12,245300,0.000815993,-0.007686084,-0.004868154,0.037560611,0.0028572759999999997,2007-01,2007-Q1,253900,-0.033871603
12/31/2017,62045,11235,NY,New York,Kings,New York,13,607600,0.025139194,0.079793851,0.253558902,0.09446986199999999,0.04093517,2017-12,2017-Q4,607600,0.0
12/31/2017,84646,60647,IL,Chicago,Cook,Chicago,14,333500,0.00542659,0.005729795,0.02710194,0.085482647,0.009670474,2017-12,2017-Q4,333500,0.0
12/31/2017,74242,37211,TN,Nashville,Davidson,Nashville,15,238800,0.010579771000000002,0.024892703999999998,0.12060065699999999,0.120997063,0.047318195,2017-12,2017-Q4,238800,0.0
12/31/2017,96107,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Hawthorne,16,603000,0.008698561,0.026208305,0.086878154,0.101780502,,2017-12,2017-Q4,603000,0.0
12/31/2017,74101,37013,TN,Nashville,Davidson,Nashville,17,201300,0.013085053000000001,0.030721966,0.147008547,0.097017188,0.031725353,2017-12,2017-Q4,201300,0.0
12/31/2017,84620,60618,IL,Chicago,Cook,Chicago,18,336000,0.006590773,0.010222489,0.018181818,0.068101501,-0.00381742,2007-02,2007-Q1,351500,-0.044096727999999995
12/31/2017,61703,10128,NY,New York,New York,New York,19,1346000,-0.017948343999999998,-0.031863627,0.230909922,0.108198281,0.039487786000000004,2017-10,2017-Q4,1394300,-0.034641039
12/31/2017,69816,28269,NC,Charlotte,Mecklenburg,Charlotte,20,189000,0.010154996999999999,0.031659388999999996,0.100116414,0.069451985,0.016353045,2017-12,2017-Q4,189000,0.0
12/31/2017,71067,30349,GA,Atlanta,Clayton,Riverdale,21,124600,0.0032206120000000003,0.009724473,0.116487455,0.163646424,-0.007542593,2006-04,2006-Q2,142400,-0.125
12/31/2017,93123,79912,TX,El Paso,El Paso,El Paso,22,174200,0.001149425,0.013379872,0.028335301,0.003597633,-0.008487755,2007-12,2007-Q4,189700,-0.08170796
12/31/2017,96027,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,23,1369200,0.0030034429999999997,0.037508525,0.081260365,0.113406285,0.030742303,2017-12,2017-Q4,1369200,0.0
12/31/2017,97771,94565,CA,San Francisco,Contra Costa,Pittsburg,24,408200,0.007403751,0.027693857000000002,0.09967672400000001,0.175978209,0.003495982,2006-07,2006-Q3,470000,-0.131489362
12/31/2017,61796,10456,NY,New York,Bronx,New York,25,348900,0.002874389,0.018091625,0.078516229,0.059365573,,2017-12,2017-Q4,348900,0.0
12/31/2017,84615,60613,IL,Chicago,Cook,Chicago,26,211300,0.008110687,0.003323837,0.059679037000000004,0.042258073,-0.013024733,2007-09,2007-Q3,241500,-0.12505176
12/31/2017,66133,20009,DC,Washington,District of Columbia,Washington,27,544400,-0.000734214,-0.005662100000000001,-0.007112894,0.037717412,0.019589258000000002,2017-03,2017-Q1,561000,-0.029590018
12/31/2017,66126,20002,DC,Washington,District of Columbia,Washington,28,613000,0.004424054,0.01473266,0.035647912999999996,0.093317489,,2017-12,2017-Q4,613000,0.0
12/31/2017,66843,21234,MD,Baltimore,Baltimore,Parkville,29,201200,0.0,-0.003960396,0.000995025,0.021160381000000002,-0.010853742,2007-07,2007-Q3,225800,-0.10894597
12/31/2017,86026,63376,MO,St. Louis,Saint Charles,Saint Peters,30,181700,0.0,0.0060908080000000005,-0.022066738,0.032964244,0.004918595,2017-04,2017-Q2,192300,-0.055122205
12/31/2017,91685,77036,TX,Houston,Harris,Houston,31,114500,0.01687389,0.032461677,0.073102156,0.105004728,0.031583417999999995,2016-08,2016-Q3,117500,-0.025531915
12/31/2017,70829,30044,GA,Atlanta,Gwinnett,Lawrenceville,32,178300,0.011918275,0.034222737999999996,0.085870889,0.140995902,0.009570921,2017-12,2017-Q4,178300,0.0
12/31/2017,61803,10463,NY,New York,Bronx,New York,33,549100,0.035842294,0.10974131,0.18544905,0.08986402800000001,0.020352385,2017-12,2017-Q4,549100,0.0
12/31/2017,84630,60629,IL,Chicago,Cook,Chicago,34,161000,0.004366812,0.016414141,0.021573604,0.063935244,-0.032571167000000005,2006-08,2006-Q3,233400,-0.310197087
12/31/2017,84627,60625,IL,Chicago,Cook,Chicago,35,268700,-0.001115242,0.007876969000000001,0.041069352999999996,0.058725222,-0.013043775,2007-09,2007-Q3,309800,-0.132666236
12/31/2017,62017,11206,NY,New York,Kings,New York,36,690700,0.00641119,0.045248184000000004,0.23737011800000002,0.11477111300000001,0.064352058,2017-12,2017-Q4,690700,0.0
12/31/2017,62040,11230,NY,New York,Kings,New York,37,844200,-0.001655629,0.0,0.039271205,0.097657069,0.032183763,2017-10,2017-Q4,847100,-0.003423445
12/31/2017,62020,11209,NY,New York,Kings,New York,38,854600,0.003404955,0.037765634,0.267012602,0.11405519800000001,0.051685960999999996,2017-12,2017-Q4,854600,0.0
12/31/2017,62012,11201,NY,New York,Kings,New York,39,1242900,0.009748964,0.061944634000000005,0.316073698,0.149012844,0.10629809300000001,2017-12,2017-Q4,1242900,0.0
12/31/2017,92551,78613,TX,Austin,Williamson,Cedar Park,40,283500,0.01141634,0.032786885,0.07835679,0.084816376,0.034219694,2017-12,2017-Q4,283500,0.0
12/31/2017,62023,11212,NY,New York,Kings,New York,41,410700,0.00464775,0.022150324,0.10940032400000001,0.07363486799999999,0.012311051000000002,2017-12,2017-Q4,410700,0.0
12/31/2017,74126,37042,TN,Clarksville,Montgomery,Clarksville,42,129600,0.00621118,0.011709602,0.042638777,0.016189643,0.016902804,2017-12,2017-Q4,129600,0.0
12/31/2017,90823,75287,TX,Dallas-Fort Worth,Dallas,Dallas,43,323400,-0.0009267839999999999,0.009678426,0.038202247,0.083969468,0.034983905,2017-11,2017-Q4,323700,-0.0009267839999999999
12/31/2017,94748,85032,AZ,Phoenix,Maricopa,Phoenix,44,244300,-0.004887984000000001,0.0,0.048048047999999996,0.099697249,0.0016522470000000001,2006-04,2006-Q2,259600,-0.058936826
12/31/2017,92271,78130,TX,San Antonio,Comal,New Braunfels,45,200200,0.0,-0.000499251,0.033557047,0.060569295999999995,0.028333111,2017-10,2017-Q4,200600,-0.0019940179999999997
12/31/2017,62025,11214,NY,New York,Kings,New York,46,670500,0.0040431270000000005,0.01806863,0.089712335,0.078929199,0.04281163599999999,2017-12,2017-Q4,670500,0.0
12/31/2017,92481,78521,TX,Brownsville,Cameron,Brownsville,47,76600,0.026809651,0.049315068,0.134814815,0.036920791,0.039895984,2017-12,2017-Q4,76600,0.0
12/31/2017,70828,30043,GA,Atlanta,Gwinnett,Lawrenceville,48,223600,0.005847953,0.017751479,0.092864125,0.095984666,0.013624165,2017-12,2017-Q4,223600,0.0
12/31/2017,70874,30096,GA,Atlanta,Gwinnett,Duluth,49,209600,0.007692308,0.01895965,0.07929969099999999,0.103145822,0.01449863,2017-12,2017-Q4,209600,0.0
12/31/2017,67732,23464,VA,Virginia Beach,Virginia Beach City,Virginia Beach,50,251800,-0.0015860429999999999,-0.003955696,0.003187251,0.020773718,-0.00430457,2006-08,2006-Q3,266300,-0.054449869000000005
12/31/2017,97711,94501,CA,San Francisco,Alameda,Alameda,51,974300,0.012575348,0.039364199,0.085450089,0.112551431,0.041593756,2017-12,2017-Q4,974300,0.0
12/31/2017,60545,7030,NJ,New York,Hudson,Hoboken,52,784900,0.00063743,0.015263226000000001,0.07993946099999999,0.09729408199999999,0.046399434,2017-12,2017-Q4,784900,0.0
12/31/2017,84621,60619,IL,Chicago,Cook,Chicago,53,141000,0.0,-0.007741026999999999,-0.020152884,0.029033661000000002,-0.020584576,2007-09,2007-Q3,176300,-0.20022688600000002
12/31/2017,89925,73099,OK,Oklahoma City,Canadian,Yukon,54,158400,0.0018975329999999999,0.005714286,0.001264223,0.024711081,,2016-11,2016-Q4,158700,-0.0018903589999999999
12/31/2017,62039,11229,NY,New York,Kings,New York,55,682800,0.005892751999999999,0.002201673,0.08295004,0.07659386900000001,0.031939232000000005,2017-12,2017-Q4,682800,0.0
12/31/2017,97565,94110,CA,San Francisco,San Francisco,San Francisco,56,1464100,0.017513378,0.054751099000000004,0.124241726,0.131873475,0.05928254,2017-12,2017-Q4,1464100,0.0
12/31/2017,69823,28277,NC,Charlotte,Mecklenburg,Charlotte,57,341000,0.00679067,0.018518519,0.056709018,0.069409741,0.018890463,2017-12,2017-Q4,341000,0.0
12/31/2017,90795,75243,TX,Dallas-Fort Worth,Dallas,Dallas,58,198800,0.003027245,0.035416667,0.100166021,0.122005318,0.042831352,2017-12,2017-Q4,198800,0.0
12/31/2017,96015,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,59,1136300,0.013648528,0.055256315,0.13143483,0.117915795,0.040945421,2017-12,2017-Q4,1136300,0.0
12/31/2017,72463,33160,FL,Miami-Fort Lauderdale,Miami-Dade,Sunny Isles Beach,60,332500,-0.005681818000000001,-0.011887073,-0.058073654,0.059712982000000005,-0.005229826,2006-08,2006-Q3,402300,-0.17350236100000002
12/31/2017,72442,33139,FL,Miami-Fort Lauderdale,Miami-Dade,Miami Beach,61,366200,0.00027314900000000004,0.0057676459999999995,-0.024507192,0.062847402,0.004534899,2017-01,2017-Q1,376200,-0.026581606
12/31/2017,77007,44107,OH,Cleveland,Cuyahoga,Lakewood,62,157200,-0.0044331859999999996,-0.0044331859999999996,0.069387755,0.070155539,0.020921073999999998,2017-10,2017-Q4,158400,-0.007575758
12/31/2017,91889,77379,TX,Houston,Harris,Tomball,63,233800,0.005591398000000001,0.010371650999999999,0.065633546,0.055577031,0.022259527999999997,2016-03,2016-Q1,234300,-0.002134016
12/31/2017,96025,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,64,421200,0.005010737,0.020596075,0.11694510699999999,0.12028156300000001,0.001508161,2007-04,2007-Q2,431200,-0.023191095
12/31/2017,72578,33411,FL,Miami-Fort Lauderdale,Palm Beach,Royal Palm Beach,65,280600,0.0010702819999999999,0.012630819,0.069767442,0.12822536,0.012549273,2006-03,2006-Q1,327200,-0.142420538
12/31/2017,96193,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Norwalk,66,460600,0.005018547,0.019703343,0.067686602,0.08989691,0.006151893,2006-11,2006-Q4,482200,-0.044794691
12/31/2017,96239,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,67,442900,0.010034208000000001,0.030479292999999998,0.095744681,0.10801702099999999,0.004988553,2006-08,2006-Q3,458500,-0.034023991
12/31/2017,62018,11207,NY,New York,Kings,New York,68,382100,-0.0007845189999999999,0.010579212,0.059622851,0.063318178,0.002736365,2017-11,2017-Q4,382400,-0.0007845189999999999
12/31/2017,90665,75067,TX,Dallas-Fort Worth,Denton,Lewisville,69,237900,0.010191083,0.042049934000000004,0.117951128,0.09868988599999999,0.043773519000000004,2017-12,2017-Q4,237900,0.0
12/31/2017,84619,60617,IL,Chicago,Cook,Chicago,70,118800,0.003378378,0.015384615,0.018867925,0.013674898999999999,-0.028480939,2007-03,2007-Q1,163700,-0.27428222399999996
12/31/2017,61633,10019,NY,New York,New York,New York,71,1280200,-0.012724609,-0.037660677999999996,-0.019229296,0.07270842200000001,0.029578073,2017-07,2017-Q3,1369900,-0.065479232
12/31/2017,76953,44035,OH,Cleveland,Lorain,Elyria,72,93200,-0.004273504,-0.004273504,0.026431717999999996,0.026688674,-0.015538036000000002,2006-09,2006-Q3,114800,-0.18815331
12/31/2017,67730,23462,VA,Virginia Beach,Virginia Beach City,Virginia Beach,73,197900,-0.000505051,-0.002520161,0.016435542,0.023036241000000002,-0.007046003,2007-09,2007-Q3,213900,-0.07480130900000001
12/31/2017,65810,19143,PA,Philadelphia,Philadelphia,Philadelphia,74,72600,0.008333333,0.023977433,0.091729323,0.045208005,0.003367318,2017-12,2017-Q4,72600,0.0
12/31/2017,79054,48197,MI,Ann Arbor,Washtenaw,Ypsilanti,75,202000,0.007984032,0.015075377,0.094257855,0.08652346,0.01591232,2017-12,2017-Q4,202000,0.0
12/31/2017,92617,78704,TX,Austin,Travis,Austin,76,524000,0.0044086640000000005,0.008662175,0.074210742,0.08781381199999999,0.054098263,2017-04,2017-Q2,524800,-0.00152439
12/31/2017,96990,92683,CA,Los Angeles-Long Beach-Anaheim,Orange,Westminster,77,627600,0.0038387720000000003,0.010628018999999999,0.059419310999999995,0.084627355,0.012150736,2006-06,2006-Q2,641900,-0.022277612999999998
12/31/2017,61148,8701,NJ,New York,Ocean,Lakewood Township,78,300600,0.008386448000000001,0.013486177,-0.012807882,0.047985865,0.007919096,2006-02,2006-Q1,319500,-0.05915493
12/31/2017,95048,85710,AZ,Tucson,Pima,Tucson,79,170300,0.003535651,0.02037148,0.075126263,0.057614070999999996,-0.01109455,2006-05,2006-Q2,204600,-0.167644184
12/31/2017,87074,66062,KS,Kansas City,Johnson,Olathe,80,240800,0.01560523,0.034808767000000004,0.066430469,0.057240917,0.02012394,2017-12,2017-Q4,240800,0.0
12/31/2017,92654,78745,TX,Austin,Travis,Austin,81,282100,0.008220156999999999,0.017676768,0.068560606,0.10764488300000001,0.052633879,2017-12,2017-Q4,282100,0.0
12/31/2017,98325,95630,CA,Sacramento,Sacramento,Folsom,82,511700,-0.001755755,0.007085219,0.04813601,0.072323212,0.018045791999999998,2006-01,2006-Q1,528600,-0.031971245
12/31/2017,96545,91910,CA,San Diego,San Diego,Chula Vista,83,503800,0.00518755,0.014090176999999999,0.075117371,0.082395741,0.009532506999999999,2006-05,2006-Q2,546900,-0.078807826
12/31/2017,96007,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,84,910300,0.011894175,0.037378917000000005,0.111884695,0.109884455,0.040417971000000004,2017-12,2017-Q4,910300,0.0
12/31/2017,61790,10314,NY,New York,Richmond,New York,85,515200,0.008811435,0.022628027000000002,0.154380462,0.071480335,0.024106169,2017-12,2017-Q4,515200,0.0
12/31/2017,95306,87111,NM,Albuquerque,Bernalillo,Albuquerque,86,249500,0.006454215,0.016293279,0.010121457,0.035268532000000005,-0.0039220670000000004,2007-09,2007-Q3,262100,-0.048073254
12/31/2017,97764,94558,CA,Napa,Napa,Napa,87,614700,0.0,0.002119335,0.029648241000000002,0.10542862900000001,0.005896932,2006-02,2006-Q1,620700,-0.009666506
12/31/2017,62026,11215,NY,New York,Kings,New York,88,1248200,0.0028924959999999996,0.018606169,0.209144628,0.124274533,0.082011387,2017-12,2017-Q4,1248200,0.0
12/31/2017,99534,98052,WA,Seattle,King,Redmond,89,826300,0.00559815,0.031456747,0.182624875,0.131610612,0.046939950999999994,2017-12,2017-Q4,826300,0.0
12/31/2017,70810,30024,GA,Atlanta,Gwinnett,Suwanee,90,331800,0.004237288,0.009124088,0.038822793,0.079825523,0.017811935,2017-12,2017-Q4,331800,0.0
12/31/2017,71864,32210,FL,Jacksonville,Duval,Jacksonville,91,128600,0.013396375,0.043831169,0.15647482,0.13064520599999999,-0.007960453000000001,2007-05,2007-Q2,145400,-0.115543329
12/31/2017,60081,6010,CT,Hartford,Hartford,Bristol,92,172900,-0.000578035,-0.0028835059999999997,-0.006321839,0.0,-0.020503812,2007-04,2007-Q2,219100,-0.21086262
12/31/2017,62032,11221,NY,New York,Kings,New York,93,1014900,-0.00762687,0.0018756170000000002,0.04392100400000001,0.177947792,0.08018283,2017-06,2017-Q2,1025500,-0.010336421
12/31/2017,72363,33025,FL,Miami-Fort Lauderdale,Broward,Miramar,94,216700,-0.001842469,0.021206409,0.079183267,0.13707945300000002,,2017-11,2017-Q4,217100,-0.001842469
12/31/2017,84612,60610,IL,Chicago,Cook,Chicago,95,272200,-0.002199413,0.004798819,0.094051447,0.053858465999999994,-0.0023571020000000002,2008-03,2008-Q1,283600,-0.040197461000000004
12/31/2017,71005,30281,GA,Atlanta,Henry,Stockbridge,96,149900,0.0006675569999999999,0.002675585,0.061614731,0.107418628,0.0,2006-12,2006-Q4,157400,-0.047649301
12/31/2017,95804,89108,NV,Las Vegas,Clark,Las Vegas,97,191300,0.008966245,0.045926735999999996,0.175061425,0.16907446,-0.014328341000000001,2006-06,2006-Q2,249600,-0.233573718
12/31/2017,92336,78240,TX,San Antonio,Bexar,San Antonio,98,171700,0.0046811000000000005,0.012382075,0.058569667,0.05868999900000001,0.016485708999999998,2017-12,2017-Q4,171700,0.0
12/31/2017,94820,85225,AZ,Phoenix,Maricopa,Chandler,99,245200,0.00040799699999999995,0.01071723,0.07496712,0.10313319800000001,0.007299369,2006-03,2006-Q1,257700,-0.048506015
12/31/2017,91926,77433,TX,Houston,Harris,Cypress,100,224900,0.0062639819999999995,0.010786516999999999,0.056860902000000005,0.052780845,0.025580265,2016-04,2016-Q2,229500,-0.020043573000000002
12/31/2017,58669,2169,MA,Boston,Norfolk,Quincy,101,402300,0.009029345,0.026799387,0.047929148,0.07235390900000001,0.023247612,2017-12,2017-Q4,402300,0.0
12/31/2017,72347,33009,FL,Miami-Fort Lauderdale,Broward,Hallandale,102,206700,0.000968523,0.016724053,0.062724936,0.09718389699999999,4.83922e-05,2006-01,2006-Q1,272700,-0.242024202
12/31/2017,64180,15601,PA,Pittsburgh,Westmoreland,Greensburg,103,143900,0.0055904959999999995,0.014809591,0.017680339,0.023534139,0.01281102,2017-12,2017-Q4,143900,0.0
12/31/2017,97431,93722,CA,Fresno,Fresno,Fresno,104,232800,0.005181347,0.014821273000000001,0.071823204,0.095416614,-0.006584987,2006-04,2006-Q2,308200,-0.244646334
12/31/2017,79040,48180,MI,Detroit,Wayne,Taylor,105,92700,0.005422993,0.02092511,0.08168028,0.104485773,-0.011815758999999999,2005-08,2005-Q3,123200,-0.247564935
12/31/2017,92341,78245,TX,San Antonio,Bexar,San Antonio,106,156700,0.0077170419999999995,0.019518543,0.12168933400000001,0.066820097,0.02253256,2017-12,2017-Q4,156700,0.0
12/31/2017,65133,17603,PA,Lancaster,Lancaster,Lancaster,107,151100,0.003320053,0.016139879,0.061095505999999994,0.027240962999999997,0.005947805,2017-12,2017-Q4,151100,0.0
12/31/2017,98304,95608,CA,Sacramento,Sacramento,Carmichael,108,385400,0.003907268,0.020116464,0.075634943,0.086281685,0.007093123000000001,2005-12,2005-Q4,444500,-0.13295838
12/31/2017,94890,85308,AZ,Phoenix,Maricopa,Glendale,109,278400,0.0017992079999999998,0.013100437,0.058957779,0.082495976,0.00344066,2006-01,2006-Q1,316900,-0.12148942900000001
12/31/2017,97740,94533,CA,Vallejo,Solano,Fairfield,110,364300,0.016178522,0.029968900000000003,0.122304375,0.154394765,0.0027872459999999997,2006-04,2006-Q2,427500,-0.147836257
12/31/2017,84613,60611,IL,Chicago,Cook,Chicago,111,303600,-0.0052424640000000005,-0.019379845,0.005631004,0.014295438999999998,-0.0032990259999999996,2009-06,2009-Q2,342200,-0.112799532
12/31/2017,76491,43055,OH,Columbus,Licking,Newark,112,113300,0.0,0.00890472,0.063849765,,,2015-07,2015-Q3,168500,-0.32759643899999996
12/31/2017,63776,14850,NY,Ithaca,Tompkins,Ithaca,113,251800,0.008410092,0.016552281000000002,0.034086242,0.047140956,0.026951283,2017-07,2017-Q3,253400,-0.0063141280000000004
12/31/2017,95309,87114,NM,Albuquerque,Bernalillo,Albuquerque,114,211600,0.002843602,0.009541985,0.053260329,0.039665188,-0.005099739,2007-08,2007-Q3,226000,-0.06371681400000001
12/31/2017,72362,33024,FL,Miami-Fort Lauderdale,Broward,Pembroke Pines,115,255600,0.0011750880000000001,0.024859662999999997,0.11957950099999999,0.153062007,0.005857281,2006-06,2006-Q2,280700,-0.089419309
12/31/2017,93203,80013,CO,Denver,Arapahoe,Aurora,116,322500,0.009073842,0.021539436000000002,0.082214765,0.121715639,0.053174257999999995,2017-12,2017-Q4,322500,0.0
12/31/2017,66705,20906,MD,Washington,Montgomery,Silver Spring,117,326000,-0.003971891,-0.006400488,0.007105344,0.039959822,-0.01335136,2007-03,2007-Q1,393600,-0.171747967
12/31/2017,74156,37075,TN,Nashville,Sumner,Hendersonville,118,272100,0.006286981999999999,0.022932331,0.081908549,0.072671168,0.032981202,2017-12,2017-Q4,272100,0.0
12/31/2017,62022,11211,NY,New York,Kings,New York,119,1100000,0.001001001,0.029673313,0.017105871,0.101947245,,2016-09,2016-Q3,1109300,-0.008383665
12/31/2017,96047,90066,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,120,1284000,0.006821924,0.034149485,0.074387081,0.121567194,0.04885661,2017-12,2017-Q4,1284000,0.0
12/31/2017,62093,11385,NY,New York,Queens,New York,121,652300,0.000613591,0.006946588,0.098703049,0.094819864,0.027667951,2017-12,2017-Q4,652300,0.0
12/31/2017,94870,85281,AZ,Phoenix,Maricopa,Tempe,122,226600,0.0017683470000000002,0.010254124,0.069372345,0.098134414,-0.000132296,2006-08,2006-Q3,240600,-0.058187864000000006
12/31/2017,76971,44060,OH,Cleveland,Lake,Mentor,123,163900,-0.000609756,0.004904966,0.022457891,0.03635441,-0.001091648,2006-05,2006-Q2,173200,-0.05369515
12/31/2017,76511,43081,OH,Columbus,Franklin,Westerville,124,208900,0.01457018,0.0445,0.089723526,0.064403247,0.020459895,2017-12,2017-Q4,208900,0.0
12/31/2017,69672,28027,NC,Charlotte,Cabarrus,Concord,125,207400,0.004844961,0.023692004,0.07628438,0.058612044,0.020264301000000002,2017-12,2017-Q4,207400,0.0
12/31/2017,94940,85364,AZ,Yuma,Yuma,Yuma,126,128300,0.000780031,0.008647799,0.016640254,0.05600608,-0.021470701000000002,2006-09,2006-Q3,174400,-0.264334862
12/31/2017,61169,8753,NJ,New York,Ocean,Toms River,127,261900,0.00537428,0.004602992,0.010806638,0.022260307000000003,-0.015794996999999998,2006-05,2006-Q2,327100,-0.199327423
12/31/2017,96987,92677,CA,Los Angeles-Long Beach-Anaheim,Orange,Laguna Niguel,128,819500,0.007004178000000001,0.016371078,0.03984266,0.071985921,0.005715605,2006-05,2006-Q2,852700,-0.038935147
12/31/2017,96467,91709,CA,Riverside,San Bernardino,Chino Hills,129,650200,0.007749535,0.018324197,0.052614537999999995,0.080300539,0.020631378,2017-12,2017-Q4,650200,0.0
12/31/2017,87019,65807,MO,Springfield,Greene,Springfield,130,115900,0.010462075,0.020246478999999998,0.007826086999999999,0.023285035,0.000692883,2007-05,2007-Q2,118500,-0.021940928
12/31/2017,84622,60620,IL,Chicago,Cook,Chicago,131,137600,0.0021849960000000002,0.012509198000000001,0.020014826,0.037439046000000004,-0.019295391999999998,2007-11,2007-Q4,167300,-0.177525403
12/31/2017,90637,75034,TX,Dallas-Fort Worth,Collin,Frisco,132,436700,0.003677316,0.015581395,0.045487192,0.076338832,0.034928097000000005,2017-12,2017-Q4,436700,0.0
12/31/2017,84635,60634,IL,Chicago,Cook,Chicago,133,249300,0.006053269,0.015065147,-0.003597122,0.069096263,-0.025325342,2007-02,2007-Q1,345500,-0.278437048
12/31/2017,98432,95823,CA,Sacramento,Sacramento,Sacramento,134,265500,0.001508865,0.014908257,0.07970719799999999,0.165223436,0.005752265,2006-01,2006-Q1,323300,-0.178781318
12/31/2017,97023,92804,CA,Los Angeles-Long Beach-Anaheim,Orange,Anaheim,135,556400,0.003607504,0.011084863,0.04704554,0.090738061,0.00534811,2006-07,2006-Q3,601400,-0.074825407
12/31/2017,69340,27410,NC,,Guilford,Greensboro,136,210400,0.0052556140000000005,0.009596929,0.064777328,0.037176729,0.011266671,2017-12,2017-Q4,210400,0.0
12/31/2017,60499,6902,CT,Stamford,Fairfield,Stamford,137,379400,0.005299417,0.016885553,0.054474708,0.037772656,-0.018179037,2006-12,2006-Q4,464100,-0.182503771
12/31/2017,76534,43123,OH,Columbus,Franklin,Grove City,138,169600,0.011329756000000002,0.029751062999999998,0.069356873,0.063607916,0.016215619,2017-12,2017-Q4,169600,0.0
12/31/2017,66135,20011,DC,Washington,District of Columbia,Washington,139,550700,0.00090876,0.00823874,0.011758221999999999,0.09538847800000001,0.038209311,2017-03,2017-Q1,561600,-0.019408832
12/31/2017,84285,60016,IL,Chicago,Cook,Des Plaines,140,214200,0.0032786890000000004,0.00990099,0.061973228,0.073283187,-0.020240664,2006-05,2006-Q2,273800,-0.217677137
12/31/2017,96651,92109,CA,San Diego,San Diego,San Diego,141,851400,0.015990453,0.061331339000000006,0.153971266,0.080167277,0.023822727999999998,2017-12,2017-Q4,851400,0.0
12/31/2017,77400,45011,OH,Cincinnati,Butler,Hamilton,142,185200,-0.000539665,0.008165486999999999,0.06010303400000001,0.042644845,0.010156245,2017-11,2017-Q4,185300,-0.000539665
12/31/2017,84629,60628,IL,Chicago,Cook,Chicago,143,115400,0.012280702,0.02214349,0.08153702,0.024191507999999997,-0.022168865,2008-02,2008-Q1,144600,-0.20193637600000003
12/31/2017,96000,90019,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,144,1115700,0.012523821999999999,0.044271807999999996,0.15472987,0.099037729,,2017-12,2017-Q4,1115700,0.0
12/31/2017,96546,91911,CA,San Diego,San Diego,Chula Vista,145,453200,0.006440151,0.015688032,0.051752147000000005,0.088414881,0.008480464,2006-05,2006-Q2,502300,-0.097750348
12/31/2017,77094,44256,OH,Cleveland,Medina,Medina,146,211500,0.000473037,0.013902205,0.049627792000000004,0.04379538,0.015302708,2017-12,2017-Q4,211500,0.0
