Date,US ALL EMPS - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US TOTAL CIVILIAN EMPLOYMENT VOLA,US UNEMPLOYED (16 YRS & OVER) VOLA,US UNEMPLOYMENT RATE SADJ,US JOB OPENINGS: TOTAL NONFARM (LEVEL) VOLN,US AHE: PROD EMPS - TOTAL PRIVATE CURA,US AHE: PROD EMPS - MANUFACTURING CURN,US CHALLENGER JOB-CUT ANNOUNCEMENTS VOLN,US CONSUMER CREDIT OUTSTANDING CURA,US CONSUMER CONFIDENCE INDEX SADJ,"US RETAIL SALES & FOOD SERVICES, TOTAL CURA",US POPULATION (ESTIMATES USED IN TIOL ACCOUNTS) VOLN,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US CPI- ALL URBAN SAMPLE: ALL ITEMS - ANNUAL INFLATION RATE DJ,US NEW PASSENGER CARS - TOTAL REGISTRATIONS VOLN,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: TOTAL (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT VEHICLES: DOM. (AR) VOLA,US AUTODATA RETAIL SALES OF NEW CARS: DOMESTIC (AR) VOLA,US AUTODATA RETAIL SALES OF NEW LIGHT TRUCKS: DOMESTIC (AR) VOLA,US SALES OF NEW ONE FAMILY HOUSES (AR) VOLA,US PENDING HOME SALES INDEX (AR) SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US CAPACITY UTILIZATION RATE - ALL INDUSTRY SADJ,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,US CONSTRUCTION EXPENDITURES - TOTAL (AR) CURA,US NEW ORDERS - ALL MANUFACTURING INDUSTRIES CURA,"US NEW ORDERS - MANUFACTURING, EXCLUDING TRANSPORTATION CURA",US BUSINESS INVENTORIES (MFG & TRADE) CURA,US WHOLESALE TRADE INVENTORIES - TOTAL CURA,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,,US FEDERAL GOVERNMENT BUDGET BALANCE CURN,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN RESERVE ASSETS CURN,US EXPORTS F.A.S. CURA,US IMPORTS F.A.S. CURA,US VISIBLE TRADE BALANCE F.A.S.-F.A.S. CURA,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND DJ,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US MONEY SUPPLY M2 (BCI 106) CO,US CONSUMER CONFIDENCE INDEX SADJ,US TIOL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US ISM PURCHASING MAGERS INDEX (MFG SURVEY) SADJ,US ISM NONMANUFACTURERS SURVEY INDEX: COMPOSITE DJ,US CHICAGO PURCHASING MAGER BUSINESS BAROMETER (SA) SADJ,US PHILADELPHIA FED MBOS: GENL BUS ACTIV - INDEX SADJ,US EMPIRE STATE MFG SURVEY DIFFUSION INDEX: GENERAL BUS CONDITIO,US TIPP ECONOMIC OPTIMISM INDEX: OVERALL DJ,US PERSOL INCOME (MONTHLY SERIES) (AR) CURA,US PERSOL SAVING AS % OF DISPOSABLE PERSOL INCOME SADJ,US DISPOSABLE PERSOL INCOME (AR) CURA,US PERSOL CONSUMPTION EXPENDITURES (AR) CURA,US CHAIN-TYPE PRICE INDEX FOR PCE LESS FOOD & ENERGY SADJ,US FOREIGN RESERVE ASSETS CURN,US US $ TO EURO NOON NY (EP) DJ,US TRADE-WEIGHTED VALUE OF US DOLLAR AGAINST MAJOR CURRENCIES,US MONETARY BASE CURN,US MONEY SUPPLY M1 CURN,US FEDERAL FUNDS RATE (MONTHLY AVERAGE) DJ,US TREASURY BILL RATE - 3 MONTH (EP) DJ,US INTERBANK RATE - 3 MONTH (LONDON) (MONTH AVG) DJ,US PRIME RATE CHARGED BY BANKS (MONTH AVG) DJ,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 20 YEAR DJ,US TOTAL TREASURY SECURITIES OUTSTANDING (PUBLIC DEBT) CURN,US FOREIGN NET LONG TERM FLOWS IN SECURITIES CURN,US COMMERCIAL BANK ASSETS - LOANS & LEASES IN BANK CREDIT CURA,US COMMERCIAL BANK ASSETS - COMMERCIAL & INDUSTRIAL LOANS CURA,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US EXP - ALL COMMODITIES (END USE) DJ,US IMP - ALL COMMODITIES (END USE) DJ,US PPI - FIL DEMAND SADJ,US PPI - FIL DEMAND LESS FOODS AND ENERGY SADJ,SPX 500 Percent Shift Next Month
8/15/07,138029,145682,7067,4.6,4586,17.5,17.32,79459,2552.76707,105.6,371019,302064,207.667,211.119,1.97,663.1,16.11,12.362393,5.02,7.343819,699,85.1,22,80.6676,50.9,52.8,-0.5,22.9,104.9122,1158.779,451381,375606,1453714,410253,,,,-116973,9005649,67508,97552,163444,-65892,1.3641,77.6498,116.3,121.1,,121.7,7579.5,105.6,22,50.9,52.8,52.1,-0.5,22.9,49.5,12027.4,2.6,10530.6,9800.569,96.956,67508,1.3641,77.6498,829602,1372.4,5.02,3.91,5.4827,8.25,5,9005649,-72882,6170.242,1307.6403,207.667,211.119,116.3,121.1,,,0.035794001
9/15/07,138117,146244,7170,4.7,4504,17.56,17.4,71739,2566.99536,99.5,372936,302334,208.547,211.554,2.76,607,16.26,12.336888,5.11,7.226329,686,86.8,20,80.9052,51,52.5,7.5,14.8,105.2764,1158.334,450237,381086,1461401,413504,,,,112866,9007653,69070,98065,164883,-66818,1.4219,76.0496,116.7,121.8,,120.8,7568.8,99.5,20,51,52.5,52.9,7.5,14.8,48.2,12105.6,2.8,10598.3,9837.525,97.221,69070,1.4219,76.0496,827418,1355.9,4.94,3.72,5.4939,8.03,4.84,9007653,13929,6263.1432,1350.114,208.547,211.554,116.7,121.8,,,0.014822335
10/15/07,138201,145946,7237,4.7,4482,17.57,17.35,63114,2582.32603,95.2,375217,302590,209.19,212.077,3.54,572.1,16.19,12.19184,5.04,7.150603,727,88.9,19,80.5013,51.1,53.5,7.8,25.8,104.772,1153.031,458020,389446,1466392,414319,,,,-56838,9079086,69626,99509,166868,-67359,1.4468,74.075,117.6,123.6,,120.2,7560.7,95.2,19,51.1,53.5,50.3,7.8,25.8,47.3,12121.5,2.8,10609.7,9853.911,97.46,69626,1.4468,74.075,829039,1369,4.76,3.84,5.1465,7.74,4.83,9079086,128938,6347.4775,1374.6585,209.19,212.077,117.6,123.6,,,-0.044043424
11/15/07,138315,146595,7240,4.7,3943,17.64,17.43,73140,2597.6493,87.8,378481,302834,210.834,212.66,4.31,568.1,16.09,12.049113,5.37,6.676968,641,88.2,19,80.9372,50.5,52.7,6.7,26,105.3295,1133.745,470381,397957,1475668,419235,,,,-98238,9149341,70966,100798,171602,-70804,1.4688,72.2931,118.7,127.5,,119.1,7548.9,87.8,19,50.5,52.7,52.6,6.7,26,43.8,12175.1,2.5,10652.5,9928.58,97.619,70966,1.4688,72.2931,834315,1370.1,4.49,3.08,4.9621,7.5,4.56,9149341,82050,6413.5338,1393.4476,210.834,212.66,118.7,127.5,,,-0.008628489
12/15/07,138413,146273,7645,5,3860,17.69,17.53,44416,2609.47653,90.6,375256,303062,211.445,213.168,4.08,575.5,15.78,11.636563,4.95,6.691239,619,86.1,18,80.9583,49,52.5,-5.4,8.7,105.3213,1114.939,478993,399751,1485642,424428,,,,48261,9229173,70565,101598,169741,-68143,1.4603,73.8073,119.3,127.3,,117.8,7559.7,90.6,18,49,52.5,55.8,-5.4,8.7,44.4,12258.4,3,10726.6,9947.582,97.857,70565,1.4603,73.8073,837192,1394.5,4.24,3.29,4.9794,7.33,4.57,9229173,48212,6471.0887,1417.6065,211.445,213.168,119.3,127.3,,,-0.061163475
1/15/08,138430,146378,7685,5,4366,17.74,17.55,74986,2621.08428,87.3,375280,303280,212.174,213.771,4.28,544.9,15.45,11.772916,5.11,6.665109,627,86.1,19,80.7707,50.3,45,-18.4,7.2,105.0195,1111.225,473823,401469,1501047,430204,,,,17839,9238008,72017,104441,175412,-70971,1.4841,73.1753,120.7,129.2,,116.5,7574.6,87.3,19,50.3,45,50.9,-18.4,7.2,43.2,12313.6,3.3,10785.5,9963.173,98.058,72017,1.4841,73.1753,830632,1375.6,3.94,1.92,3.9176,6.98,4.35,9238008,51346,6523.6346,1441.1858,212.174,213.771,120.7,129.2,,,-0.034761162
2/15/08,138346,146156,7497,4.9,3863,17.8,17.57,72091,2635.48446,76.4,371734,303494,212.687,213.939,4.03,562.5,15.23,11.443079,4.85,6.595845,593,87.8,20,80.5582,47.6,49.9,-20.3,-7.8,104.6741,1097.981,469789,397113,1507326,434628,,,,-175563,9358051,73404,107512,179496,-71984,1.5187,72.6785,121.8,129.5,,115.2,7644.2,76.4,20,47.6,49.9,47.1,-20.3,-7.8,44.5,12362.4,3.8,10828,9955.748,98.173,73404,1.5187,72.6785,829527,1365.5,2.98,1.81,3.0876,6,4.49,9358051,50656,6562.2739,1449.3638,212.687,213.939,121.8,129.5,,,-0.005959583
3/15/08,138268,146086,7822,5.1,3920,17.87,17.62,53579,2645.92447,65.9,372656,303707,213.448,214.42,3.98,671,14.85,10.902989,4.71,6.190507,535,82.8,20,80.4194,48.3,49.4,-14.7,-14.8,104.4179,1103.225,469796,401403,1506367,435570,,,,-48212,9437594,75764,105976,175126,-69150,1.5805,70.3401,123.8,133.5,,113.3,7689.1,65.9,20,48.3,49.4,50.4,-14.7,-14.8,42.5,12429.3,3.9,10884.5,10004.193,98.394,75764,1.5805,70.3401,832999,1400.7,2.61,1.36,2.7825,5.66,4.36,9437594,69825,6615.0293,1470.9474,213.448,214.42,123.8,133.5,,,0.047546685
4/15/08,138058,146132,7637,5,4317,17.92,17.65,90015,2655.37163,62.8,373086,303926,213.942,214.56,3.94,671.2,14.33,10.34548,4.71,5.6388,536,88.4,20,79.8777,48.8,51.8,-21.3,-3.1,103.6403,1101.713,476344,413376,1514639,442451,,,,159282,9377557,74372,110383,182776,-72393,1.5568,70.4276,124.4,137.3,,112.7,7714,62.8,20,48.8,51.8,48.1,-21.3,-3.1,39.2,12417.1,3.5,10869.2,10044.642,98.514,74372,1.5568,70.4276,830234,1406.2,2.28,1.41,2.7947,5.24,4.44,9377557,109551,6631.1948,1489.9863,213.942,214.56,124.4,137.3,,,0.010674153
5/15/08,137872,145908,8395,5.4,3974,17.98,17.65,103522,2658.75434,58.1,375851,304157,215.208,214.936,4.18,736.4,14.41,10.342153,5.17,5.172613,504,85.1,19,79.5206,48.8,51.4,-16.1,-3.8,103.1178,1101.282,480708,414911,1516624,445182,,,,-165927,9388799,75170,110828,183767,-72939,1.556,70.6999,124.8,141.2,,111.7,7691.7,58.1,19,48.8,51.4,49.9,-16.1,-3.8,40.3,12989.8,7.9,11442,10093.283,98.702,75170,1.556,70.6999,834675,1396.1,1.98,1.85,2.6924,5,4.6,9388799,73984,6622.5539,1491.2025,215.208,214.936,124.8,141.2,,,-0.085962382
6/15/08,137710,145737,8575,5.6,3721,18.04,17.73,81755,2662.28395,51,376378,304396,217.463,215.424,5.02,711.7,14.12,10.100702,4.89,5.213033,487,88.6,18,79.4163,49.8,48.3,-16.8,-8.1,102.9484,1089.615,485700,422920,1526480,451040,,,,33547,9492006,75740,115784,186963,-71179,1.5748,71.3716,126.1,145.5,,111.2,7654.8,51,18,49.8,48.3,49.8,-16.8,-8.1,37.4,12756.7,5.5,11217.4,10149.386,98.894,75740,1.5748,71.3716,840175,1406.9,2,1.87,2.7654,5,4.74,9492006,44134,6609.3102,1498.3543,217.463,215.424,126.1,145.5,,,-0.009859375
7/15/08,137497,145532,8937,5.8,4040,18.1,17.74,103312,2664.7564,51.9,374837,304646,219.016,215.965,5.6,645.6,12.76,9.077395,4.44,4.633912,477,87.4,16,78.9987,50,50,-16.2,-5.2,102.4071,1087.047,480869,419747,1537222,456988,,,,-102767,9585480,74832,118309,194334,-76025,1.5589,70.857,128,147.5,,108.5,7666.3,51.9,16,50,50,50.5,-16.2,-5.2,37.4,12608.2,4.4,11087.9,10151.095,99.029,74832,1.5589,70.857,847018,1417.3,2.01,1.65,2.7923,5,4.62,9585480,13132,6624.3496,1511.9253,219.016,215.965,128,147.5,,,0.012190503
8/15/08,137230,145203,9438,6.1,3699,18.18,17.76,88736,2660.3188,58.5,372112,304903,218.69,216.393,5.37,574.7,13.86,10.403938,4.56,5.845513,435,88.7,16,77.7985,49.2,50.6,-17.6,-0.8,100.8875,1069.121,467697,408977,1539027,461248,,,,-111914,9645755,72560,116219,186261,-70042,1.4669,74.0644,125.9,143,,107.3,7686.2,58.5,16,49.2,50.6,56,-17.6,-0.8,42.8,12496.6,3.7,10990.1,10140.327,99.147,72560,1.4669,74.0644,847628,1400.9,2,1.69,2.8063,5,4.53,9645755,14758,6634.3604,1513.7733,218.69,216.393,125.9,143,,,-0.090791453
9/15/08,136780,145076,9494,6.1,3274,18.21,17.85,95094,2655.62765,61.4,366377,305158,218.877,216.713,4.94,538.1,12.73,9.607225,4.41,5.201551,433,90.7,17,74.4039,44.8,49.4,2.1,-7.9,96.5439,1059.904,450116,391648,1529194,459372,,,,45734,10024725,71834,107172,175833,-68661,1.4081,75.5583,124.9,137.8,,104.8,7746.1,61.4,17,44.8,49.4,56.1,2.1,-7.9,45.8,12504,4.4,11013.4,10083.156,99.27,71834,1.4081,75.5583,909687,1441.1,1.81,0.9,3.1217,5,4.32,10024725,59099,6739.9533,1531.0691,218.877,216.713,124.9,137.8,,,-0.169424534
10/15/08,136306,144802,10074,6.5,3451,18.26,17.87,112884,2658.58039,38.8,352768,305403,216.995,216.788,3.66,437.1,10.71,7.746228,3.72,4.025073,393,83.8,14,75.0465,38.9,44.7,-37.5,-25.7,97.4562,1056.692,420891,370193,1515090,452828,,,,-155533,10574094,69763,105006,174067,-69061,1.2682,80.6114,122.3,129.6,,101.3,7896.8,38.8,14,38.9,44.7,37.4,-37.5,-25.7,41.1,12482.9,5.4,11007.7,9983.296,99.261,69763,1.2682,80.6114,1136412,1462.2,0.97,0.44,4.0586,4.56,4.45,10574094,-5391,6995.3501,1586.3408,216.995,216.788,122.3,129.6,,,-0.074849032
11/15/08,135540,144100,10538,6.8,2769,18.31,17.95,181671,2650.251,44.7,339776,305620,213.153,216.947,1.07,348.3,10.3,7.576132,3.4,4.180107,389,80.2,9,74.0564,36.5,37.6,-40.9,-22.5,96.2593,1035.307,389191,343344,1494604,450217,,,,-125201,10661175,73378,97819,150372,-52553,1.2694,82.9962,118.4,120,,98.3,8039.4,44.7,9,36.5,37.6,33.6,-40.9,-22.5,50.8,12407.3,6.2,10958.6,9851.241,99.255,73378,1.2694,82.9962,1442251,1513.3,0.39,0.01,2.2791,4,4.27,10661175,-27796,6959.8401,1575.2315,213.153,216.947,118.4,120,,,0.007821566
12/15/08,134846,143369,11286,7.3,2571,18.38,18.07,166348,2643.78896,38.6,332307,305827,211.398,216.925,0.09,399.2,10.19,7.555957,3.57,3.990736,377,88.2,9,71.8194,33.1,40,-37.6,-25.3,93.4434,999.71,364617,320014,1464235,444849,,,,-51754,10699805,77648,87992,139234,-51242,1.3919,80.8081,115.8,114.5,,95.4,8262.5,38.6,9,33.1,40,32.5,-37.6,-25.3,45,12270.1,6.4,10860.1,9744.237,99.228,77648,1.3919,80.8081,1666365,1631.9,0.16,0.11,1.8293,3.61,3.18,10699805,35779,6937.4751,1558.6818,211.398,216.925,115.8,114.5,,,-0.085657348
1/15/09,134053,142152,12058,7.8,2868,18.4,18.05,241749,2648.66322,37.4,336918,306035,211.933,217.346,0.03,331.5,9.6,6.78185,2.86,3.917832,336,83.2,8,70.0485,34.9,43.1,-31,-26.4,91.2317,969.117,345112,306378,1446890,440258,,,,-63457,10632080,75364,82415,129116,-46701,1.2804,81.2458,116.6,113,,93.5,8340.3,37.4,8,34.9,43.1,33,-31,-26.4,45.4,12146.5,6.4,10912.4,9792.06,99.259,75364,1.2804,81.2458,1712014,1580.3,0.15,0.24,1.2108,3.25,3.46,10632080,-33085,6899.3807,1544.9933,211.933,217.346,116.6,113,,,-0.109931225
2/15/09,133351,141640,12898,8.3,2632,18.45,18.1,186350,2638.36068,25.3,335698,306237,212.705,217.792,0.24,358.5,9.05,6.27039,2.81,3.458129,372,82.9,9,69.5358,35.5,41.5,-39.6,-35.1,90.6389,965.485,340217,310702,1424619,431876,,,,-193859,10877145,73199,84903,121807,-36904,1.2662,83.4824,116.3,113,,92.1,8353.1,25.3,9,35.5,41.5,33.2,-39.6,-35.1,44.6,12040.4,5.9,10837.9,9775.72,99.358,73199,1.2662,83.4824,1561699,1551.6,0.22,0.26,1.2426,3.25,3.83,10877145,24086,6910.0467,1532.9229,212.705,217.792,116.3,113,,,0.085404508
3/15/09,132528,140707,13426,8.7,2429,18.5,18.12,150411,2621.88766,26.9,329947,306438,212.495,218.253,-0.38,445.8,9.58,6.720662,3.02,3.701688,339,83.2,9,68.3774,36,40,-34.4,-33.8,89.1913,958.519,331250,299786,1404817,423386,,,,-191589,11126941,74958,83500,121885,-38385,1.3261,84.0095,115.5,113.6,,90.6,8430.1,26.9,9,36,40,33.2,-34.4,-33.8,45.3,12000.5,6.1,10828.5,9742.89,99.48,74958,1.3261,84.0095,1647305,1594.5,0.18,0.21,1.2667,3.25,3.78,11126941,60768,6863.0577,1511.513,212.495,218.253,115.5,113.6,,,0.093925076
4/15/09,131841,140656,13853,9,2533,18.52,18.16,132590,2613.94564,40.8,331313,306645,212.709,218.706,-0.74,443.1,9.22,6.667935,3,3.666421,337,90.5,14,67.7212,39.5,43.4,-25.2,-19.4,88.3876,927.456,330774,296504,1387473,417419,,,,-20907,11238592,75115,81088,120572,-39484,1.3244,82.4675,116.1,114.8,,90.8,8421.8,40.8,14,39.5,43.4,38.9,-25.2,-19.4,49.1,12037.3,6.7,10903.9,9741.907,99.737,75115,1.3244,82.4675,1753246,1627.3,0.15,0.14,1.1062,3.25,3.84,11238592,11448,6827.67,1491.4757,212.709,218.706,116.1,114.8,,,0.053081427
5/15/09,131492,140248,14499,9.4,2427,18.54,18.12,111182,2607.9997,54.8,334315,306863,213.022,218.904,-1.28,450.9,10.01,7.255929,3.23,4.027727,376,92.6,16,66.9752,41.7,44.2,-22.4,-6,87.4424,913.727,341507,303745,1370200,412228,,,,-189651,11321600,81738,83369,118736,-35367,1.4126,79.0834,116.6,116.8,,91.1,8467,54.8,16,41.7,44.2,37.5,-22.4,-6,48.6,12221.4,8.1,11088.5,9759.718,99.84,81738,1.4126,79.0834,1775104,1617.5,0.18,0.14,0.815,3.25,4.22,11321600,-17595,6846.1086,1469.3957,213.022,218.904,116.6,116.8,,,0.000195835
6/15/09,131021,140009,14707,9.5,2408,18.56,18.15,74393,2590.1682,49.3,339535,307090,214.79,219.112,-1.43,482.4,9.99,7.213627,3.37,3.847602,393,94.4,15,66.6868,45.8,46.8,0.2,-9.6,87.065,907.196,343899,313381,1353571,405969,,,,-94332,11545275,81686,85737,122156,-36419,1.402,77.162,117.8,120,,91.8,8423.8,49.3,15,45.8,46.8,40.9,0.2,-9.6,50.8,12096.6,6.6,10965.3,9807.636,99.974,81686,1.402,77.162,1683704,1661.3,0.21,0.19,0.6207,3.25,4.51,11545275,91966,6782.5804,1436.4018,214.79,219.112,117.8,120,,,0.074141757
